température,luminosité,présence,consommation
20.618101782710436,283.19397861513414,1,257.4542081109768
29.260714596148745,272.8851593503999,0,289.3742637500086
25.979909127171076,734.3782063647257,1,441.81895728087216
23.979877262955547,274.68233989465426,0,236.00175442395687
17.34027960663655,290.3648082900417,0,447.8598739248685
17.33991780504304,631.5787836925746,0,135.2537723906766
15.871254182522993,414.817889715378,1,410.7193748834523
27.99264218662403,643.6973898686268,0,439.0190532218945
24.01672517614813,145.75631029506968,1,172.7270611349355
25.621088666940683,441.299835571369,0,272.13861294888017
15.308767414437037,123.52952012829785,1,166.19990986546225
29.548647782429917,143.85724241874817,0,382.6416515976871
27.48663961200633,734.5062173410877,1,314.13910722466267
18.185086660174143,197.4717597823166,1,354.1293386833284
17.727374508106507,472.694477592652,1,178.59478678248445
17.751067647801506,387.7669218204946,1,184.6983448209678
19.563633644393065,343.1403283811899,1,116.59893020396254
22.871346474483566,729.8833419810908,1,228.82701407829188
21.479175279631736,115.27637774284266,0,323.89786453346994
19.368437102970628,564.6527803229123,1,443.17396559893155
24.17779342083569,774.3761039494852,1,366.7709789834723
17.092407909780626,492.11772842328935,1,274.15852935990057
19.382169728028273,755.7757234231643,0,481.2480457576551
20.495427649405375,136.58051550021662,0,387.6980802303327
21.84104976325554,393.15532335191295,0,472.06608114502
26.777639420895206,282.1104536734358,1,311.0351893088663
17.995106732375397,611.5746754865108,0,203.56170991725583
22.713516576204174,786.9079633480727,0,121.1306745458888
23.886218532930638,279.57104371097347,1,390.43394059354017
15.696756190799967,557.9222210318521,1,148.52119920221367
24.113172778521573,238.6683429318181,0,221.11005130878686
17.557861855309373,495.7311782001269,1,312.98836315355896
15.975773894779193,424.75274068183535,1,325.76663511189906
29.233283058799998,780.4037307420759,1,340.2332787948544
29.48448049611839,525.9690908875266,1,166.50213213988025
27.125960221746915,344.6544604607732,0,251.8949619286595
19.56920653760056,179.86704942155336,1,346.87769084678666
16.46508171009576,205.8727801144542,0,487.9275458535139
25.263495397682355,257.7218509658646,0,391.0524550798755
21.60228740609402,275.6766629382086,0,469.04150283758315
16.83057352267168,695.4312404887964,0,404.8848233256708
22.427653651669054,492.85595179776743,1,336.6867875569602
15.515827816728276,466.37363796205653,1,176.80934765453782
28.63980603118173,180.33821030845223,1,366.67426075700524
18.881699724000253,702.0977853446045,0,349.3518263839628
24.937834265309732,605.9700122459386,0,340.9876681829066
19.675666141341164,147.3678533300011,0,295.9143471952963
22.801020317667163,595.484568060838,1,311.46264159571024
23.200654190149194,480.47675213985224,0,233.77701084724163
17.772816832882906,157.20774202274478,1,307.72507705692124
29.54376941646838,420.8104490700595,1,179.0223622713913
26.626992350416717,439.2874009910329,1,422.0697589441507
29.09248412346284,216.04217811429302,1,174.31078187948313
28.422410256414732,761.9887029001976,0,133.98651595578656
23.968499682166275,694.9827600364633,1,274.498410542863
28.82811352534675,568.3156361303759,0,363.32297580242476
16.327387530778793,423.606892700425,1,275.08672997341654
17.93974293628718,388.235879109156,0,210.70165278052343
15.67840933365807,555.681427005668,0,323.26847355617633
19.879954961448966,481.80230858483384,1,238.80093416487998
20.83015934534223,143.59117411731992,1,473.14707605065325
19.07023547660844,458.7518541392322,1,469.0580558414288
27.43106263727894,664.4825320629876,0,300.9487279888382
20.351299900403838,421.4679143178706,1,231.1535976073034
19.21401764531071,136.3696042879879,1,394.85296558265566
23.14044124737373,650.3947395688232,0,114.68517739322665
17.113863374621438,240.9546474951821,1,289.9076024174605
27.032954711310595,281.03458442162713,0,234.5293577081334
16.118259655196564,215.29444740260712,1,468.21435404102186
29.80330404900776,331.15054541004827,0,104.80121090907302
26.58367153944986,629.7260539820445,0,321.1259502873396
17.980735223012587,463.57010165275614,1,396.2654324266504
15.082831756854036,243.4168919054988,0,294.0071950096165
27.231921426822513,714.4810547064286,1,134.16121206508865
25.602860157714257,715.7072984660705,1,488.98455601116086
25.93510752061481,709.4048975322048,0,307.2041725504392
26.569055200289185,267.1573479670775,1,345.67449772760455
16.110669776011356,415.8675409266917,0,194.64391308300293
20.37698592816409,789.4927592986126,0,293.39923404272156
16.738035892876944,640.4087334169933,0,271.6597967833287
27.946551388133905,119.01719485789187,0,129.9583368007935
24.34947190241337,145.64321388234444,0,142.46414141898688
19.963470372789736,424.75196376863295,0,434.9890078475098
15.953375254290355,736.4541441030921,0,195.9279808826361
19.664734825734932,477.09125856689997,0,177.98330859945222
19.877749830401207,448.46875562400317,1,301.9645805000557
25.944092675070962,173.8315899696414,1,407.49885254500515
24.563362070328196,559.7460733070059,0,124.77860743159516
28.308191138644897,675.4722124201578,1,330.72316785530234
22.08322387742924,366.29400525529365,1,147.68417713622935
16.793913689074525,642.9282956477292,1,114.58442033024738
25.698671808344926,775.1336577305681,1,121.09758086488696
26.411775729253463,242.63652138938235,1,433.66564328337654
23.419157963542446,466.3307418363189,1,147.18899345122463
26.564507699318415,300.9965706592029,0,118.06054576491678
22.40693394546586,654.9980933236875,1,275.1599548571649
22.840992440729913,504.3153561168103,1,437.5973887768099
21.413115275378246,544.2076922852126,1,204.96335059572078
15.381286901161427,658.5399117311258,1,268.6850470103666
16.618371404899566,377.1793308637184,0,115.96901302550049
15.471437785301013,740.5630478849303,0,279.6314056539503
24.546156168956706,473.12020707229794,0,331.04523225485343
19.7153397161449,210.56837598474362,0,328.3628215008579
22.62856036747054,587.1293827181617,1,232.97067686974606
28.613497108891394,655.2829453067781,0,226.2132722652542
18.739383437233123,321.7331739472687,0,142.64944757463917
21.155743845534445,700.025479899127,0,246.71932825850735
26.33326707814573,734.3002783360365,0,139.79786754918587
18.431972482374338,293.83314116446627,1,406.63837788482067
16.154698647431896,788.4650309006554,0,486.5097190992743
19.34627179370652,198.4980696341309,1,488.02978266668276
17.418319308810066,241.41096788174298,0,446.02843975015753
28.945464785138597,228.9573874666183,1,340.31685973584763
27.121805693466253,725.7927970055093,1,380.346278897552
24.501056347656352,558.0047866274733,0,214.08232107216563
28.071908852815767,206.472998255591,0,352.3081680690483
27.055081153486718,408.2263928578443,0,282.259819775951
17.798550883290538,530.7086175488614,0,292.806935910773
28.388384977349666,158.42485949256832,1,403.1106241500632
23.090133628734762,717.6914578851371,1,212.76734223890065
27.111602327460936,662.5224748090747,0,227.21584467780795
28.4413694988524,453.64474150364674,0,469.85671645145464
19.77005212457796,776.9886306814193,1,122.4897179403889
16.65077886791515,392.43268549256976,0,294.25371936533617
18.419027438129124,788.8772233255485,1,465.1203201631447
21.406616829393844,567.543999162539,0,344.1452031272628
27.270221488837397,544.269891277759,1,318.56282968485283
27.910958748845154,216.1684267070495,1,199.8976716917421
15.10428195796786,717.3494308132508,1,237.3101956257793
22.661209538663485,399.2427815444306,1,440.81936632187717
21.261165047231685,213.56338404773555,1,323.68725270738327
18.331617157060954,108.82526398303133,0,305.89687750271196
16.797980510005242,491.8289785468678,1,139.83188541601157
20.06422757105442,469.17973548587344,0,106.41126258204925
29.143645558687787,603.547535658411,1,485.47407547481964
19.848043980311328,723.1806371124615,1,250.79446691473666
22.781859326150492,155.58460925012065,0,341.2852248398017
25.545284383427667,612.0475432382536,0,131.886029274914
20.45444403568941,231.18836086830754,0,373.2457142892186
29.57673124081441,700.7239372100148,0,473.0266834823844
29.43670942413167,673.3444597031593,1,330.2661011989679
18.776734437380462,478.5556284898811,0,150.44612895016422
22.45872758838578,597.169959036318,1,332.68861098939067
19.513174647251546,320.0450792286239,0,406.53888524186095
19.272607415662016,429.81752925297025,0,262.56661462960744
15.553304210317991,675.1458283973302,1,451.93509917658713
24.143465009698453,421.4856380212497,1,359.4731813429458
22.54018534843292,350.45878572780924,0,459.699567315681
15.77218126874984,445.9487130752099,1,349.4021244989349
19.179696963549173,679.7744767060528,1,152.5151888019297
28.623988289499806,334.64563315961095,1,223.87668444207566
18.593428360004587,221.63311519502065,1,180.71797930098276
17.173423081368348,598.4098142315465,1,463.5305990867449
22.341791404163445,678.1847488956572,1,404.16002691499307
29.78475681165901,170.44623496647333,1,370.5593475640024
18.630829072672505,267.9118789291613,1,220.38652785264867
25.08203321108818,199.38039283269575,0,173.6179088200854
26.424294229930766,343.5589881075166,1,402.58043519556475
18.564563159885996,415.24568523378883,0,289.66317835163187
25.923245229177894,624.1784358743146,1,190.31582086025165
20.516746990788796,555.8033094171719,1,346.64879126611004
24.48458745890369,534.6499972349018,1,116.13354085538079
24.50294566141342,346.66246262675804,1,230.4681016513014
23.036620261121378,689.013287159332,0,287.42279783645387
16.354346550816125,429.9010171787152,0,159.18333364376235
27.52953743383857,785.3734566106082,1,493.86179103633583
19.811700974576038,543.8994968070158,0,183.6389458358457
17.797777655997812,188.3853190951519,1,152.14125201730621
15.611627123321458,573.3242934528039,1,181.41394955475857
23.863394147823627,327.5728108021893,0,407.6244532638897
25.163465427634236,580.4290376802683,0,270.2022637087371
15.248817433917843,148.74880371368403,1,326.1663759010152
22.681395874489215,222.41700602317155,1,108.4036627945443
18.39743662796907,699.0160812340505,0,113.77252342932582
24.677591856141746,259.0256899164604,1,278.3302199308065
17.61549643507487,685.928787670058,0,426.6620972806494
25.36406607153699,295.49326191808734,1,454.0955514830261
20.801030194508062,550.0173370410953,1,134.6826270382561
29.050949831051017,585.9054014568817,0,315.34524084040913
17.0628141621899,458.85832720153707,0,465.2918745117082
20.115995265753877,313.7174736877119,0,255.18910175915454
16.702102818608836,248.8510634597673,1,431.82633257134745
28.87040427417844,123.23254819369836,1,153.47826175977448
28.160090300714714,312.76248086850666,1,474.1577958671195
18.869124415727335,557.2139533718981,1,400.56932701252106
24.899760690512686,756.8133729139379,0,476.53375711476065
27.258333003018237,709.8431375841365,1,370.6468934210026
23.328012173991937,636.2453435747118,1,245.3615727997708
22.944758675340097,651.913140277309,1,475.272469009889
18.627784363506777,565.4894324331967,0,210.2267105236714
16.396541517088487,282.2008002962021,1,232.86900882469303
28.458236369299904,735.036521494081,1,380.3233672006961
28.506270857449955,569.5126183340838,0,406.1265198101545
24.49652185909902,492.30844168630796,1,471.7613935396615
20.08544686573051,177.69262844943677,1,181.92096362248378
20.238143619189913,412.9388806644978,0,419.1992140876896
25.88933518305359,422.2507898413484,1,395.4184213587854
28.456653899288657,705.194526665869,1,125.51782250143916
